id,title,date,country
WO2024130152,INFORMATION MONITORING SYSTEM AND METHOD,15.12.2023,WO
US317632878,Selected place on map or from category specific list of nearby places associated payment interface for making payment,26.08.2020,US
US379740623,Graphical user interface for making payment to selected place on map or selected place in list,26.04.2022,US
CA93956267,MULTI-USER DISTRIBUTION SYSTEM AND CENTER FOR DIAGNOSIS-RELATED EDUCATIONAL INFORMATION AND HOME MEDICAL TESTS AND DEVICES,,CA
WO2018222784,METHODS FOR AIDING IN DIAGNOSING AND EVALUATING A MILD TRAUMATIC BRAIN INJURY IN A HUMAN SUBJECT USING CARDIAC TROPONIN I,30.05.2018,WO
US39322513,Multi-user distribution system and center for diagnosis-related educational information and home medical tests and devices,15.03.2001,US
CN446863891,一种汽车零件装配间隙校准调节用紧固件,07.12.2024,CN
US445576824,"SYSTEMS AND METHODS FOR TRIGGER RISK, SUBSTANCE USE, AND/OR UNDESIRABLE BEHAVIOR DETECTION",13.09.2024,US
US376044497,PRECISION MEDICINE PORTAL FOR HUMAN DISEASES,18.03.2022,US
IN417755901,E-VEHICLE FIRE PROTECTOR,10.11.2023,IN
US73732363,Method and system for improving targeted data delivery,13.10.2005,US
US444402647,DECENTRALIZED PLATFORM FOR B2B COLLABORATION IN B2C MODEL USING COLLABORATIVE DIFFERENTIATED VALUE (CDV) TOKENS,03.11.2023,US
WO2017004451,COMPILING SKILLED AVIATION CANDIDATE ATTRIBUTES FOR USE DURING PEAK DEMAND PERIODS,30.06.2016,WO
WO2007067926,ANALYZING ADMINISTRATIVE HEALTHCARE CLAIMS DATA AND OTHER DATA SOURCES,06.12.2006,WO
WO2017139247,INCONSISTENCY DETECTION AND CORRECTION SYSTEM,07.02.2017,WO
KR446836182,인공지능 학습을 이용한 차량의 모터 파라미터 추정 시스템 및 그 방법,21.04.2023,KR
IN398495879,APPLICATION-BASED ON INTEGRATED LEARNING ENVIRONMENT USING FULL-STACK DEVELOPMENT AND CLOUD COMPUTING,27.03.2023,IN
US383251973,METHOD AND SYSTEM FOR ASSESSING EFFECTIVENESS OF MARKETING CAMPAIGNS USING RFM MATRIX IN REAL-TIME,23.06.2021,US
US96400726,"Application of Z-webs and Z-factors to analytics, search engine, learning, recognition, natural language, and other utilities",28.02.2013,US
US173925449,Managing companionship data,01.12.2014,US
US185321852,Methods and systems for automatically analyzing clinical images using models developed using machine learning based on graphical reporting,10.06.2016,US
US295682606,Method to turn digital rental buyer into subscriber and an apparatus to secure access & trade the rental item,29.11.2018,US
US436107665,CHEATING DETERRENCE IN VR EDUCATION ENVIRONMENTS,15.04.2024,US
US443651901,INTER-INSTITUTIONAL TEXT ANALYSIS AND COMPARISON TOOL,28.05.2024,US
US43277409,PHARMACEUTICAL COMPOSITION,16.12.2008,US
US73568892,Pharmaceutical Composition,25.01.2012,US
US77273188,Pharmaceutical Composition,07.01.2013,US
US95832018,Pharmaceutical Composition,10.10.2013,US
US254130018,Audio selection based on user engagement,09.04.2018,US
US283326013,Audio selection based on user engagement,19.09.2019,US
WO2019199565,AUDIO SELECTION BASED ON USER ENGAGEMENT,04.04.2019,WO
US151389587,AUTOMATIC JOB APPLICATION ENGINE,12.02.2014,US
CA403345111,MDMA IN THE TREATMENT OF ALCOHOL USE DISORDER,06.01.2022,CA
WO2022150525,MDMA IN THE TREATMENT OF ALCOHOL USE DISORDER,06.01.2022,WO
CN437818268,一种移动支架,28.02.2024,CN
US75093721,Offering social deals based on activities of connections in a social networking system,12.07.2011,US
CA94937239,OFFERING SOCIAL DEALS BASED ON ACTIVITIES OF CONNECTIONS IN A SOCIAL NETWORKING SYSTEM,08.03.2012,CA
AU194336358,Offering social deals based on activities of connections in a social networking system,08.03.2012,AU
WO2012125426,OFFERING SOCIAL DEALS BASED ON ACTIVITIES OF CONNECTIONS IN A SOCIAL NETWORKING SYSTEM,08.03.2012,WO
US431352029,Information Monitoring System and Method,15.12.2023,US
US431348659,Information Monitoring System and Method,14.12.2023,US
WO2024130178,INFORMATION MONITORING SYSTEM AND METHOD,15.12.2023,WO
US40267153,Conversion of text data into a hypertext markup language,31.10.2002,US
WO2021035223,AUTOMATIC DATA EXTRACTION AND CONVERSION OF VIDEO/IMAGES/SOUND INFORMATION FROM A BOARD-PRESENTED LECTURE INTO AN EDITABLE NOTETAKING RESOURCE,24.08.2020,WO
US40377712,Method and apparatus for creating medical teaching files from image archives,29.11.2002,US
EP13387203,ELEKTRONISCHE VORRICHTUNG UND SYSTEM ZUR RECHTSVERWALTUNGSBASIERTEN KLASSIFIZIERUNG UND ÜBEREINSTIMMUNG,06.11.1998,EP
WO2015073973,SYSTEM AND METHOD TO ASSIST IN PLAYER DEVELOPMENT,17.11.2014,WO
US431349224,Information Monitoring System and Method,15.12.2023,US
US431349299,Information Monitoring System and Method,15.12.2023,US
US334731265,"METHODS FOR IDENTIFYING PRE-DISPOSITION TO COGNITIVE DECLINE AND AGENTS FOR REDUCING OR PREVENTING COGNITIVE DECLINE, OR IMPROVING COGNITIVE ABILITY",05.04.2018,US
US154141517,CAREER RECOGNITION AND DEVELOPMENT,14.02.2014,US
WO2014127273,CAREER RECOGNITION AND DEVELOPMENT,14.02.2014,WO
US411172671,Tagging Characteristics of an Interpersonal Encounter Based on Vocal Features,08.06.2023,US
US76424363,"Methods, systems, devices and computer program products for presenting information related to celebrities",14.09.2012,US
US383823479,Evaluation adjustment factoring for bias,30.06.2021,US
US39150041,Liposome enhanced immunoaggregation assay and test device,20.02.1998,US
US38790185,Liposome-enhanced immunoaggregation assay and test device,01.02.1995,US
US38787382,Liposome-enhanced immunoaggregation assay and test device,06.06.1995,US
WO2013077950,LOCATION AWARE STICKY NOTES,15.10.2012,WO
US97268441,HOLIDAY EXPRESSION AND MAPPING IN A GEOSPATIALLY CONSTRAINED SOCIAL NETWORK,27.12.2013,US
US313644516,RESOURCE UTILIZATION MANAGEMENT PLATFORM,20.06.2019,US
WO2023014816,METHOD AND SYSTEM FOR NEWBORN SCREENING FOR GENETIC DISEASES BY WHOLE GENOME SEQUENCING,03.08.2022,WO
CA421196985,METHOD AND SYSTEM FOR NEWBORN SCREENING FOR GENETIC DISEASES BY WHOLE GENOME SEQUENCING,03.08.2022,CA
AU422868425,METHOD AND SYSTEM FOR NEWBORN SCREENING FOR GENETIC DISEASES BY WHOLE GENOME SEQUENCING,03.08.2022,AU
US73623734,Augmented reality system,06.01.2012,US
US193172334,Detecting interesting decision rules in tree ensembles,25.07.2016,US
US193172333,Detecting interesting decision rules in tree ensembles,14.09.2015,US
US196289874,Augmented reality system,24.07.2015,US
WO2012094605,AUGMENTED REALITY SYSTEM,06.01.2012,WO
WO2013011040,RAW MILK PREPARATION FOR USE FOR PREVENTING OR TREATING ASTHMA AND OTHER ALLERGIC DISEASES IN INFANTS AND CHILDREN,17.07.2012,WO
US383251963,METHOD AND SYSTEM FOR RUNNING HIGH PERFORMANCE MARKETING CAMPAIGNS FOR GRANULAR-LEVEL SEGMENTS OF USERS IN REAL-TIME,23.06.2021,US
IN414856801,AI DRIVEN BIOMEDICAL IMAGING TECHNOLOGIES USING MACHINE LEARNING MODEL,19.07.2023,IN
US440284724,Information Monitoring System and Method,14.12.2023,US
US43806858,PAY YOURSELF FIRST WITH COMMUNITY KNOWLEDGE,08.04.2010,US
US76313789,System and method for monitoring unknown resources,03.05.2011,US
CN446867184,一种抽水蓄能电站引水钢支管加劲环焊接装置,22.10.2024,CN
US132699951,CAPTURE,07.11.2013,US
CN446867507,一种逆变器并离网检测方法、装置、设备及存储介质,11.11.2024,CN
US130260748,Interactive systems and methods for estate planning related activities,30.04.2010,US
CA251632857,"METHODS FOR IDENTIFYING PRE-DISPOSITION TO COGNITIVE DECLINE AND AGENTS FOR REDUCING OR PREVENTING COGNITIVE DECLINE, OR IMPROVING COGNITIVE ABILITY",05.04.2018,CA
US97882802,"8-ETHYL-6-(ARYL)PYRIDO[2,3-D]PYRIMIDIN-7(8H)-ONES FOR THE TREATMENT OF NERVOUS SYSTEM DISORDERS AND CANCER",09.04.2012,US
US333354065,System and method for predicting engagement on social media,15.01.2021,US
US449764133,"NETWORKING METHOD, NETWORKING APPARATUS, ELECTRONIC DEVICE, AND STORAGE MEDIUM",08.11.2024,US
US239439175,Targeted prioritization within a network based on user-defined factors and success rates,20.09.2017,US
WO2023278576,METHODS AND COMPOSITIONS FOR TREATING AN ANGIOTENSINOGEN- (AGT-) ASSOCIATED DISORDER,29.06.2022,WO
AU417761502,METHODS AND COMPOSITIONS FOR TREATING AN ANGIOTENSINOGEN- (AGT-) ASSOCIATED DISORDER,29.06.2022,AU
CA419437951,METHODS AND COMPOSITIONS FOR TREATING AN ANGIOTENSINOGEN- (AGT-) ASSOCIATED DISORDER,29.06.2022,CA
US97295690,System and Method for Online Gift and Donation Exchange,29.10.2012,US
WO2022130011,WEARABLE APPARATUS AND METHODS,30.11.2021,WO
US107416866,SYSTEM AND METHOD FOR MULTI-LAYERED EDUCATION BASED LOCKING OF ELECTRONIC COMPUTING DEVICES,10.03.2014,US
US199419833,System and Method for Multi-Layered Education Based Locking of Electronic Computing Devices,18.02.2017,US
US132700178,DATA MINING INCLUDING PROCESSING NATURAL LANGUAGE TEXT TO INFER COMPETENCIES,25.06.2014,US
BR446829168,CANAL COMPARTILHADO EM UPLINK FÍSICO COM BASE EM COMPETIÇÃO,23.11.2016,BR
IN417755898,AI-ENABLED MACHINE LEARNING FOR INTELLIGENT FINANCIAL TRACKING SYSTEM,10.11.2023,IN
CN446862835,基于3D打印技术的富马酸酮替芬分剂量片剂及制备方法,09.10.2024,CN
US177611756,User controlled collaborative aspirational savings social network system and method having user controlled whiteboard system enabling articulation and end-to-end fulfillment of aspirations,24.05.2016,US
US294697736,Participant engagement detection and control system for online sessions,09.11.2018,US
US97289721,FUIDI HERD MANAGEMENT AND RISK STRATIFICATION METHODS,15.03.2013,US
US151308204,FUIDI HERD MANAGEMENT AND RISK STRATIFICATION METHODS,20.04.2015,US
US95964724,ORGANIZATION SYSTEM AND METHOD FOR CALENDAR APPLICATIONS,07.08.2013,US
US251449825,Location aware sticky notes,13.03.2019,US
US314529345,"Entertainment forum digital video camera, audio microphone, speaker and display device enabling entertainment participant and remote virtual spectator interaction, apparatus, system, method, and computer program product",30.09.2020,US
IN334771589,“ELEARNING RECOMMENDATION SYSTEM BASED ON FEEDBACK”,05.01.2021,IN
US151715890,SYSTEM AND METHOD FOR GENERATING A CAMPUS RECRUITMENT PLAN FOR AN ORGANIZATION,02.02.2015,US
US437764581,AIRFORMING CONSTRUCTIVE SYSTEM,06.05.2024,US
US40023473,Method for teaching interpretative skills in radiology with standardized terminology,30.06.2000,US
US375622177,PRECISION MEDICINE PORTAL FOR HUMAN DISEASES,18.03.2022,US
US375622259,PRECISION MEDICINE PORTAL FOR HUMAN DISEASES,18.03.2022,US
US376040468,PRECISION MEDICINE PORTAL FOR HUMAN DISEASES,18.03.2022,US
IN417755902,FINGERPRINT ENGINE STARTER,10.11.2023,IN
CN446864525,一种区域供电稳定性判定方法、介质及系统,14.09.2024,CN
US42774077,METHODS FOR CONDUCTING A CLINICAL TRIAL,12.02.2009,US
US240407395,Creating virtual networks spanning multiple public clouds,04.05.2018,US
IN342791883,"BITCOIN PRICE QUICK PREDICTION USING AI, DL AND ML",01.11.2021,IN
AU193721868,"Method to Diagnose & or Cure many Human Diseases; Including Cancers, Multiple Sclerosis, Asthma, Diabetes, numerous Neurological conditions, as well as many other Inflammatory, Rheumatological, Allergic, Auto-Immune Conditions & potentially thousands of other undiagnosed symptoms of disease, which are all caused by Systemic Human Papilloma Viral (HPV) Infections.",25.06.2012,AU
WO2024138127,SMART DRUG SELECTION AND DISPENSING SYSTEM AND METHOD PRIORITY,22.12.2023,WO
US431351975,Information Monitoring System and Method,15.12.2023,US
WO2024130183,INFORMATION MONITORING SYSTEM AND METHOD,15.12.2023,WO
US383713989,Group association system and method based on brainwave response to external stimulation,14.11.2018,US
US212740199,Generating customized visual maps from a plurality of content sources and user profiles,29.08.2016,US
US221774374,Computerized system and method for automatically communicating conditional messages within a mobile application environment,20.12.2016,US
US236457622,Computerized system and method for automatically communicating conditional messages within a mobile application environment,27.09.2018,US
US444088166,"COLLECTION, ASSESSMENT AND EARLY DETECTION OF HUMAN LUNG CANCER BIOMARKERS IN EXHALED BREATH CONDENSATES OF MOUSE ANIMAL MODELS",18.07.2024,US
US73605948,Method and Apparatus For Classifying Digital Content Based on Ideological Bias of Authors,05.12.2011,US
CN446860772,背板、蒸镀装置和蒸镀设备,27.09.2024,CN
WO2008088584,SHADOW COURSE HIERARCHY FOR ONLINE COURSES,06.09.2007,WO
US411170791,"SYSTEMS, APPARATUS, AND METHODS USEFUL FOR RESOURCE-EFFICIENT MACHINE-ASSISTED WIRITING COMPOSITION",04.04.2023,US
WO2023205189,"SYSTEMS, APPARATUS, AND METHODS USEFUL FOR RESOURCE-EFFICIENT MACHINE-ASSISTED WRITING COMPOSITION",18.04.2023,WO
WO2024130154,INFORMATION MONITORING SYSTEM AND METHOD,15.12.2023,WO
US231567320,SYSTEMS AND METHODS OF A PLATFORM FOR CANDIDATE IDENTIFICATION,11.06.2018,US
CN317762076,Method and system for transmitting new media video data information based on digital technology,04.11.2020,CN
IL4300231,MATCHING SYSTEM,25.03.2008,IL
EP21241527,Verfahren und Vorrichtung für die Zubereitung eines Duftstoffes,26.09.2006,EP
US73452317,Securing a driver license service electronic transaction via a three-dimensional electronic transaction authentication protocol,24.06.2011,US
CA94301422,MATCHING SYSTEM,26.09.2006,CA
IN211446838,MATCHING SYSTEM,27.03.2008,IN
WO2007036708,MATCHING SYSTEM,26.09.2006,WO
US210006443,Educational lamp,30.06.2017,US
WO2024097945,PRODRUGS FOR MITOCHONDRIAL CALCIUM UPTAKE INHIBITORS,03.11.2023,WO
EP90533236,Prüfungsmanagement,05.06.2012,EP
US299045534,Managing education workflows,25.03.2020,US
US42960912,Secure data interchange,27.10.2000,US
US41840816,System and method for using virtual environments,03.03.2006,US
CN446871778,一种作动机构用初始锁定装置,27.11.2024,CN
CA346436857,SYSTEM AND METHOD OF NEAR FIELD COMMUNICATION CONTROL FOR VENDING MACHINES,,CA
US364378115,Methods and systems for connecting a spreadsheet to external data sources with ordered formulaic use of data retrieved,14.06.2021,US
US242152942,Methods and systems for connecting a spreadsheet to external data sources with ordered formulaic use of data retrieved,14.11.2018,US
US441930595,Methods And Systems For Connecting A Spreadsheet To External Data Sources With Ordered Formulaic Use of Data Retrieved,22.04.2024,US
US410561997,Methods and systems for connecting a spreadsheet to external data sources with ordered formulaic use of data retrieved,19.12.2022,US
CN437814133,一种投影仪散热机构,10.01.2024,CN
US431349316,Information Monitoring System and Method,14.12.2023,US
US219631579,Educational Proficiency Development and Assessment System,18.11.2015,US
CN446870629,高温高压条件下水泥浆凝固/稠化时间测试装置及方法,29.09.2024,CN
US41364754,METHOD AND APPARATUS FOR A CRYPTOGRAPHICALLY-ASSISTED COMMERICAL NETWORK SYSTEM DESIGNED TO FACILITATE AND SUPPORT EXPERT-BASED COMMERCE,13.06.2006,US
US43035201,Method and apparatus for a cryptographically assisted commercial network system designed to facilitate and support expert-based commerce,08.07.1998,US
IN317615978,A NOVEL DYNAMIC AND ADAPTIVE ELEARNING SYSTEM FOR IMPROVEMENT OF THE PRODUCTIVITY OF LEARNERS AND SMART ATTENDANCE MONITORING THROUGH APPROPRIATE INTERACTION AND FEEDBACK.,21.12.2020,IN
US43277773,VIRTUAL LEARNING,27.03.2009,US
WO2009120921,VIRTUAL LEARNING,27.03.2009,WO
WO2010054370,"TECHNOLOGY PLATFORM AND METHODS FOR FACILITATING, CULTIVATING AND MONITORING MENTORING RELATIONSHIPS",10.11.2009,WO
US133788129,Interactive electronic book,13.04.1999,US
US38965741,Smart token system for secure electronic transactions and identification,15.12.1995,US
US240407456,Measurement based routing through multiple public clouds,04.05.2018,US
US240407440,Three tiers of SaaS providers for deploying compute and network infrastructure in the public cloud,15.11.2018,US
US319564209,Providing recommendations for implementing virtual networks,24.10.2019,US
WO2013085927,UPDATING PRINTED CONTENT WITH PERSONALIZED VIRTUAL DATA,04.12.2012,WO
US192674008,"MagnaFloat device generating clean electricity by using gravity, buoyancy, speed manipulation procedures and by passing magnets through inductors",01.09.2015,US
WO2017040440,ENHANCED DOCUMENT SERVICES,30.08.2016,WO
WO2017040438,ENHANCED DOCUMENT SERVICES,30.08.2016,WO
US314532888,ONLINE SOCIAL NETWORKING SERVICE WITH HUMAN MATCHMAKING,14.02.2020,US
WO2001040915,DIGITAL BINDER AND METHOD THEREFOR,06.12.2000,WO
US123290321,SPORT PERFORMANCE DEVELOPMENT AND ANALYTICS,04.04.2014,US
US42864800,SECURE DATA INTERCHANGE,03.04.2009,US
US77138915,DENOMINATED AUTHENTICATING ROYALTY COLLECTION AND ENFORCEMENT PROCESS,19.10.2012,US
US77126740,SECURE DATA INTERCHANGE,03.12.2012,US
US42664645,TOURNAMENT BONUS AWARDS,30.04.2008,US
US107205404,Interactive learning system and method,20.02.2014,US
US320331284,Multiple Format Instructional Display Matrix Including Real Time Input,18.01.2019,US
WO2019143927,MULTIPLE FORMAT INSTRUCTIONAL DISPLAY MATRIX INCLUDING REAL TIME INPUT,18.01.2019,WO
CA300730934,MULTIPLE FORMAT INSTRUCTIONAL DISPLAY MATRIX INCLUDING REAL TIME INPUT,18.01.2019,CA
US443347938,BLENDING PREDICTION AND ALLOCATION MODELING FOR EDUCATIONAL DEVELOPMENT GOALS,26.05.2023,US
US73556570,System gaming,06.01.2012,US
US153437232,System and method for tracking developmental training,30.05.2014,US
IN378654508,SYSTEM AND METHOD FOR AUTOMATED EVALUATION OF MULTIMODAL CONTENTS,23.10.2022,IN
IN367111823,A SYSTEM AND METHOD FOR ENABLING FEE PAYMENT ENABLER,06.06.2022,IN
US242387510,ACADEMIC LANGUAGE TEACHING MACHINE,15.11.2018,US
WO2019103916,ACADEMIC LANGUAGE TEACHING MACHINE,16.11.2018,WO
US212740616,ONLINE AND OFFLINE SYSTEMS FOR JOB APPLICANT ASSESSMENT,31.08.2016,US
US192510700,"Systems and methods for planning, executing, and reporting a strategic advertising campaign for television",19.10.2016,US
US384522955,"SPORTING SENSOR-BASED APPARATUS, SYSTEM, METHOD, AND COMPUTER PROGRAM PRODUCT",19.09.2022,US
US316417583,Learning support system,13.10.2020,US
US349429947,Learning support system,14.10.2021,US
KR446839555,적층 성형 시스템의 제어 방법 및 적층 성형 시스템,13.03.2023,KR
US431349031,Information Monitoring System and Method,15.12.2023,US
US235546125,Methods for aiding in diagnosing and evaluating a mild traumatic brain injury in a human subject using cardiac troponin I,30.05.2018,US
US277542415,SYSTEMS AND METHODS FOR ESTIMATING TIME TO PERFORM ELECTRONIC ACTIVITIES,31.03.2019,US
GB224119233,Prophylaxis and treatment of neisseria Gonorrhoeae eye infection,30.01.2017,GB
EP224116873,PROPHYLAXE UND BEHANDLUNG EINER AUGENINFEKTION MIT NEISSERIA GONORRHOEAE,30.01.2018,EP
US39249577,System and method for merchant invoked electronic commerce,07.10.1998,US
EP411691515,SYSTEM UND VERFAHREN ZUM HANDELN MIT EMISSIONSEINHEITEN UNTER VERWENDUNG VON FAHRZEUGDATEN,20.04.2023,EP
US91529111,Systems and Methods for Improving Communications and/or Relationships Between Hospitals and EMS Agencies,04.03.2013,US
US151389588,USER CHARACTERISTICS-BASED JOB POSTINGS,12.02.2014,US
US42297778,EMAIL TEMPLATES FOR PERSON TO PERSON COMMUNICATIONS,26.10.2007,US
WO2008057307,EMAIL TEMPLATES FOR PERSON TO PERSON COMMUNICATION,26.10.2007,WO
US236455912,System and method for providing job-specific training and employment to residents of a controlled environment facility,20.07.2017,US
US43248719,"TECHNOLOGY PLATFORM AND METHODS FOR FACILITATING, CULTIVATING AND MONITORING MENTORING RELATIONSHIPS",10.11.2009,US
IN335044543,FUZZY LOGIC BASED POWER SUPPLY DURING NETWORK FAILURE USING DECISION MAKING TECHNIQUE,22.08.2021,IN
CN437815405,一种莲藕种植喷药装置,06.12.2023,CN
US76829326,"System and method for using global location information, 2D and 3D mapping, social media, and user behavior and information for a consumer feedback social media analytics platform for providing analytic measurements data of online consumer feedback for global brand products or services of past, present or future customers, users, and/or target markets",26.08.2012,US
US40697133,"Microorganism coating components, coatings, and coated surfaces",03.03.2004,US
US39639238,Customizable interactive binders and methods for customizing the same,06.12.2000,US
IN379761470,A SYSTEM FOR FAULT DETECTION OF A VEHICLE BASED ON DEEP LEARNING AND WORKING METHOD THEREOF,26.10.2022,IN
US429377081,EVALUATION ADJUSTMENT FACTORING FOR BIAS,29.01.2024,US
IN394088560,AN INNOVATIVE METHOD FOR IMPROVING ONLINE EDUCATION SYSTEM AND EDUCATION SKILL TEACHING EVALUATION SYSTEM THROUGH THE USE OF ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,15.02.2023,IN
US151439024,JOB APPLICANT RANKER,28.02.2014,US
IN211596134,EXAMINATION MANAGEMENT,07.02.2012,IN
WO2002072762,USE OF RNA INTERFERENCE FOR THE CREATION OF LINEAGE SPECIFIC ES AND OTHER UNDIFFERENTIATED CELLS AND PRODUCTION OF DIFFERENTIATED CELLS IN VITRO BY CO-CULTURE,08.03.2002,WO
WO2024130114,INFORMATION MONITORING SYSTEM AND METHOD,15.12.2023,WO
US431348649,Information Monitoring System and Method,14.12.2023,US
US431348666,Information Monitoring System and Method,14.12.2023,US
US419319426,System for new platform awareness,27.10.2022,US
US431000271,VIRTUAL CAREER MENTOR THAT CONSIDERS SKILLS AND TRAJECTORY,08.12.2022,US
US319909097,ENHANCED VIDEO CONFERENCE MANAGEMENT,17.11.2020,US
WO2023005959,COMPOSITIONS AND METHODS FOR TREATING ALZHEIMER'S DISEASE,27.07.2022,WO
US123648440,METHODS FOR ONLINE EDUCATION,17.03.2014,US
AU298209482,Multiple format instructional display matrix including real time input,18.01.2019,AU
US232149879,INTELLIGENT VIRTUAL ASSISTANT SYSTEMS AND RELATED METHODS,02.09.2016,US
WO2017041008,INTELLIGENT VIRTUAL ASSISTANT SYSTEMS AND RELATED METHODS,02.09.2016,WO
US41880108,System gaming,06.09.2006,US
US73407680,System gaming,10.06.2011,US
US73395579,System gaming,10.06.2011,US
US73395578,System gaming,10.06.2011,US
US73395574,System gaming,10.06.2011,US
US73451976,System gaming,27.07.2011,US
US73524796,SYSTEM GAMING,15.11.2011,US
US73535798,System gaming,16.12.2011,US
US97322180,System gaming,06.01.2014,US
US105469193,System gaming,17.01.2014,US
US107392946,System gaming,15.05.2014,US
WO2011050341,METHODS AND SYSTEMS FOR MEDICAL SEQUENCING ANALYSIS,22.10.2010,WO
US293511734,Information management system for connected learning centers,23.09.2016,US
AU204296380,INFORMATION MANAGEMENT SYSTEM FOR CONNECTED LEARNING CENTERS,18.09.2017,AU
US437764566,OUT-THE-FRONT KNIFE,02.02.2024,US
IN417756900,AN ARTIFICIAL INTELLIGENCE (AI) BASED TAG FOR ASSISTING INDIVIDUALS AND METHOD THEREOF,08.11.2023,IN
WO2022157548,INHIBITORS OF ATP SYNTHASE - COSMETIC AND THERAPEUTIC USES,24.01.2021,WO
WO2022087483,USE OF TOLL-LIKE RECEPTOR 4 AGONISTS TO TREAT INFLAMMATION AND TISSUE INJURY,22.10.2021,WO
US40507273,Method and system to initiate geolocation activities on demand and responsive to receipt of a query,14.10.2003,US
US40414086,Method and system to modify geolocation activities based on logged query information,14.10.2003,US
US42221795,METHOD AND APPARATUS FOR RETIREMENT INCOME PLANNING,28.12.2007,US
US43261573,System for communication of health care data,26.01.2010,US
US73525890,System for communication of health care data,30.11.2011,US
US73372273,System for communication of health care data,16.06.2011,US
US213381342,METHODS AND SYSTEMS FOR IDENTIFYING SAME USERS ACROSS MULTIPLE SOCIAL NETWORKS,07.09.2016,US
WO2008085800,METHOD AND APPARATUS FOR RETIREMENT INCOME PLANNING,31.12.2007,WO
US43480982,"Method, system and apparatus for interactive billboard advertising at a live entertainment event",04.05.2010,US
US42664655,Tournament bonus awards and related methods,30.04.2008,US
US383821062,METHODS AND COMPOSITIONS FOR TREATING AN ANGIOTENSINOGEN- (AGT-) ASSOCIATED DISORDER,13.05.2022,US
US435746778,METHODS AND COMPOSITIONS FOR TREATING AN ANGIOTENSINOGEN- (AGT-) ASSOCIATED DISORDER,18.12.2023,US
US390993516,POST-ELECTION AUTOMATIC HANDOVER OF POSITION AND ADMINISTRATIVE PRIVILEGES,01.10.2022,US
US39952495,System and method for providing interactive dialogue and iterative search functions to find information,01.09.2000,US
CN437814364,一种具有防护效果的电机外壳打孔装置,26.01.2024,CN
US406096738,Combination Therapy,28.04.2023,US
US400265076,INTELLIGENT WORKFLOW ANALYSIS FOR TREATING COVID-19 USING EXPOSABLE CLOUD-BASED REGISTRIES,22.04.2021,US
WO2021236288,INTELLIGENT WORKFLOW ANALYSIS FOR TREATING COVID-19 USING EXPOSABLE CLOUD-BASED REGISTRIES,22.04.2021,WO
US73627301,"Method and apparatus for creation, distribution, assembly and verification of media",15.09.2011,US
US205829343,"Method and apparatus for creation, distribution, assembly and verification of media",23.01.2017,US
US40223505,Digital online exchange,27.02.2002,US
US42727013,"Web-Based Tool for Collaborative, Social Learning",21.02.2009,US
US224561617,Computer System and Method for Generating Sensor Tagged and Rankable Data Structures,15.02.2017,US
CN446847241,一种高效自动化线圈绕线装置,09.07.2024,CN
IN380605292,"HYALURONIC ACID, GRAPHENE, GOLD COATED POLY-(LACTIC-CO-GLYCOLIC ACID) NANOSTRUCTURES AND A PROCESS FOR ITS PREPARATION",01.06.2021,IN
CN437814596,一种消防工程用自动排烟装置,07.10.2023,CN
IN348662413,INTERACTIVE VIRTUAL REALITY SYSTEM WITH UV PROCESSING BASED 360 DEGREE VIEW CREATION OF AN ENVIRONMENT,09.09.2021,IN
WO2024011068,SYSTEM FOR NEW PLATFORM AWARENESS,29.06.2023,WO
CN437818288,一种安全紧索具,04.03.2024,CN
US240407396,Virtual network provider,04.05.2018,US
US319564177,Having a remote device use a shared virtual network to access a dedicated virtual network defined over public clouds,24.10.2019,US
US319564269,Identifying different SaaS optimal egress nodes for virtual networks of different entities,24.10.2019,US
US435750840,SYSTEM FOR NEW PLATFORM AWARENESS,04.04.2024,US
US106951048,HOLIDAY EXPRESSION AND SHARING IN A GEOSPATIALLY CONSTRAINED SOCIAL NETWORK,15.04.2014,US
US254128444,Automated cinematic decisions based on descriptive models,05.10.2018,US
US324128287,System and Method for Autonomously Generating a Mood-Filtered Slideshow,07.01.2021,US
WO2019199904,AUTOMATED DECISIONS BASED ON DESCRIPTIVE MODELS,09.04.2019,WO
US367937339,Systems and methods for mentoring students and facilitating their entry into healthcare professions,24.03.2022,US
WO2014204728,"DELIVERY, ENGINEERING AND OPTIMIZATION OF SYSTEMS, METHODS AND COMPOSITIONS FOR TARGETING AND MODELING DISEASES AND DISORDERS OF POST MITOTIC CELLS",11.06.2014,WO
US250359254,LPS priming of stromal cells to generate LPS-specific exosome educated macrophages,12.02.2019,US
US174282196,SERIOUS GAME PLATFORM FOR DELIVERING MULTIPLE AND VARIED WORK PRODUCTS,30.12.2014,US
WO2008064009,SYSTEMS AND METHODS FOR PROVIDING EDUCATIONAL STRUCTURES AND TOOLS,13.11.2007,WO
US37250120,Method and portable apparatus for comparison of stored sets of data,29.04.1981,US
US37250118,Method and portable apparatus for comparison of stored sets of data,13.06.1980,US
US335025526,CONTEXTUAL USER INTERFACE INTERACTION LOGGING AND ANALYSIS,30.08.2016,US
CA93508102,METHOD AND PORTABLE APPARATUS FOR COMPARISON OF STORED SETS OF DATA,26.03.1979,CA
US356969533,System and method for providing job-specific training and employment to residents of a controlled environment facility,21.10.2021,US
