patent_id,keyword
US91072104,education organization analysis
US91072104,organization analysis improvement
US91072104,education organization
US91072104,analysis improvement
US91072104,organization analysis
US39341474,participation space missions
US39341474,public participation space
US39341474,method public participation
US39341474,space missions
US39341474,public participation
WO2023285833,manual quality control
WO2023285833,efficient manual quality
WO2023285833,quality control
WO2023285833,manual quality
WO2023285833,systems efficient manual
US36888549,transmission drive shaft
US36888549,drive shaft axle
US36888549,learning transmission drive
US36888549,drive shaft
US36888549,educational device
CN446862327,一种车辆室内灯信号处理方法 系统 电子设备及存储介质
CN446862327,一种车辆室内灯信号处理方法 系统
CN446862327,一种车辆室内灯信号处理方法
CN446862327,系统 电子设备及存储介质
CN446862327,电子设备及存储介质
US448392473,securing data transit
US448392473,securing data
US448392473,methods securing data
US448392473,systems methods securing
US448392473,methods securing
WO2016069611,skills interests gaming
WO2016069611,gaming data analytics
WO2016069611,interests gaming data
WO2016069611,interests gaming
WO2016069611,abilities skills interests
US39922583,forecasting contest
US39922583,forecasting
US39922583,contest
US42657425,gene associated reading
US42657425,associated reading disability
US42657425,reading disability
US42657425,reading disability uses
US42657425,disability
US95980458,gene associated reading
US95980458,associated reading disability
US95980458,reading disability
US95980458,reading disability uses
US95980458,disability
US137595260,learning management communication
US137595260,communication reward method
US137595260,management communication reward
US137595260,learning management
US137595260,communication reward
US215308380,gene associated reading
US215308380,associated reading disability
US215308380,reading disability
US215308380,reading disability uses
US215308380,disability
WO2006032021,gene associated reading
WO2006032021,associated reading disability
WO2006032021,reading disability
WO2006032021,reading disability uses
WO2006032021,disability
US151440038,platform credentials validation
US151440038,information platform credentials
US151440038,credentials validation
US151440038,platform credentials
US151440038,providing information platform
US200513461,user classification based
US200513461,user classification
US200513461,classification based images
US200513461,classification based
US200513461,classification
US205352846,user classification based
US205352846,user classification
US205352846,classification based images
US205352846,classification based
US205352846,classification
US437764520,torsion spring tacker
US437764520,spring tacker
US437764520,efficiency torsion spring
US437764520,torsion spring
US437764520,high efficiency torsion
US73305422,managing presentation information
US73305422,presentation information
US73305422,articles managing presentation
US73305422,managing presentation
US73305422,presentation
US377258523,providing black history
US377258523,black history educational
US377258523,history educational content
US377258523,history educational
US377258523,black history
WO2012094718,managing presentation information
WO2012094718,presentation information
WO2012094718,articles managing presentation
WO2012094718,managing presentation
WO2012094718,presentation
US74063895,layered vectored graphical
US74063895,vectored graphical user
US74063895,graphical user interface
US74063895,relationship rich data
US74063895,user interface knowledge
AU324959759,sustainable incinerator biomedical
AU324959759,based sustainable incinerator
AU324959759,sustainable incinerator
AU324959759,incinerator biomedical
AU324959759,incinerator biomedical pharmaceutical
US73751114,facilitating user thinking
US73751114,additional search capabilities
US73751114,search capabilities
US73751114,user thinking arbitrary
US73751114,additional search
CN446862034,马达控制方法及电子设备
CN437814245,一种组合式高频变压器
AU323948189,execution distributed ledger
AU323948189,distributed ledger
AU323948189,distributed ledger transactions
AU323948189,ledger transactions spot
AU323948189,ledger transactions
WO2020092446,execution distributed ledger
WO2020092446,distributed ledger
WO2020092446,distributed ledger transactions
WO2020092446,ledger transactions spot
WO2020092446,ledger transactions
BR429132790,matéria prima hidrocarboneto
BR429132790,craqueamento matéria prima
BR429132790,prima hidrocarboneto mesmo
BR429132790,para craqueamento matéria
BR429132790,hidrocarboneto mesmo
US420413386,cognitive decline patients
US420413386,mild cognitive impairment
US420413386,cognitive decline
US420413386,impairment treated cholinesterase
US420413386,cognitive impairment treated
US210412742,point pooling loyalty
US210412742,pooling loyalty method
US210412742,pooling loyalty
US210412742,loyalty method
US210412742,point pooling
US414438179,password security warning
US414438179,password security
US414438179,security warning
US414438179,password
US414438179,security
US43631218,user thinking cooperation
US43631218,method facilitating collaboration
US43631218,thinking cooperation regarding
US43631218,thinking cooperation
US43631218,multiple user thinking
US43596554,user thinking cooperation
US43596554,method facilitating collaboration
US43596554,thinking cooperation regarding
US43596554,thinking cooperation
US43596554,multiple user thinking
US73822835,user thinking cooperation
US73822835,method facilitating collaboration
US73822835,thinking cooperation
US73822835,facilitating collaboration multiple
US73822835,thinking cooperation regarding
US442712678,personal information management
US442712678,information management
US442712678,personal information
US442712678,information
US442712678,management
US245426195,sharing personal information
US245426195,methods sharing personal
US245426195,personal information
US245426195,sharing personal
US245426195,sharing
US380162938,patient viewer customized
US380162938,customized curated medical
US380162938,curated medical knowledge
US380162938,patient viewer
US380162938,viewer customized curated
WO2021087320,patient viewer customized
WO2021087320,customized curated medical
WO2021087320,curated medical knowledge
WO2021087320,patient viewer
WO2021087320,viewer customized curated
US90347482,mixture lead granules
US90347482,lead granules
US90347482,hazardous radioactive waste
US90347482,crushed hazardous radioactive
US90347482,radioactive waste
CN446867784,一种中医针灸训练模型
IL4303715,stress induced genes
IL4303715,mechanical stress induced
IL4303715,mechanical stress
IL4303715,genes expression
IL4303715,genes expression products
WO2020077080,answering natural language
WO2020077080,natural language questions
WO2020077080,questions posed user
WO2020077080,natural language
WO2020077080,method answering natural
US42359965,game hide seek
US42359965,game apparatus
US42359965,game apparatus playing
US42359965,game hide
US42359965,apparatus playing enhanced
US107394036,maintaining cognitive abilities
US107394036,method maintaining cognitive
US107394036,maintaining cognitive
US107394036,cognitive abilities
US107394036,cognitive
WO2020190971,schizophrenia using deuterated
WO2020190971,deuterated dextromethorphan quinidine
WO2020190971,dextromethorphan quinidine
WO2020190971,negative symptoms schizophrenia
WO2020190971,symptoms schizophrenia using
WO2021028879,providing career guidance
WO2021028879,career guidance
WO2021028879,method providing career
WO2021028879,providing career
WO2021028879,guidance
WO2004023899,fiber water including
WO2004023899,animal fiber water
WO2004023899,water including encapsulated
WO2004023899,fiber water
WO2004023899,including encapsulated additives
US423897197,target hepatocellular carcinoma
US423897197,nidogen diagnostic marker
US423897197,hepatocellular carcinoma
US423897197,nidogen diagnostic
US423897197,hepatocellular carcinoma composition
WO2025050605,target hepatocellular carcinoma
WO2025050605,nidogen diagnostic marker
WO2025050605,hepatocellular carcinoma
WO2025050605,nidogen diagnostic
WO2025050605,hepatocellular carcinoma composition
US40863008,preston super network
US40863008,network super net
US40863008,super network
US40863008,network super
US40863008,super network super
US42559691,transparent global computer
US42559691,global computer communication
US42559691,computer communication network
US42559691,communication network
US42559691,transparent global
US73313696,table computer systems
US73313696,table computer
US73313696,computer systems methods
US73313696,table
US73313696,computer systems
US185318351,automatically scoring diagnoses
US185318351,scoring diagnoses associated
US185318351,scoring diagnoses
US185318351,associated clinical images
US185318351,clinical images
US185321853,analyzing clinical images
US185321853,clinical images determining
US185321853,automatically analyzing clinical
US185321853,clinical images
US185321853,determining additional imaging
US245424017,match engine marketing
US245424017,engine marketing
US245424017,match engine
US245424017,marketing
US245424017,engine
US42182848,licensing intellectual property
US42182848,method licensing intellectual
US42182848,intellectual property assets
US42182848,licensing intellectual
US42182848,intellectual property
US235908881,cancer care navigation
US235908881,care navigation methods
US235908881,care navigation
US235908881,navigation methods
US235908881,cancer care
CA236223070,cancer care navigation
CA236223070,care navigation methods
CA236223070,care navigation
CA236223070,navigation methods
CA236223070,cancer care
US95655991,personal alert method
US95655991,personal alert
US95655991,alert method
US95655991,alert
US95655991,method
CN437815237,一种电源调压工装
US215059111,alert generation
US215059111,methods alert generation
US215059111,systems methods alert
US215059111,alert
US215059111,methods alert
US39994453,interactive learning sessions
US39994453,learning method engaging
US39994453,interactive learning
US39994453,non interactive learning
US39994453,engaging concurrent interactive
CA94110134,non interactive learning
CA94110134,interactive learning
CA94110134,learning method engaging
CA94110134,engaging concurrent interactive
CA94110134,engaging concurrent
WO2003032277,interactive learning sessions
WO2003032277,learning method engaging
WO2003032277,interactive learning
WO2003032277,non interactive learning
WO2003032277,engaging concurrent interactive
US39647075,medical image management
US39647075,image management method
US39647075,image management
US39647075,medical image
US39647075,management method
AU322897551,optimizing violence women
AU322897551,violence women social
AU322897551,analyzing optimizing violence
AU322897551,optimizing violence
AU322897551,violence women
CN446855051,汽车配件加工的弯折装置
IN414851686,ticket game learning
IN414851686,ticket game
IN414851686,game learning method
IN414851686,game learning
IN414851686,ticket
US431464259,optimization branched processes
US431464259,automated optimization branched
US431464259,improved process efficiency
US431464259,branched processes
US431464259,branched processes providing
US380593883,battery charging management
US380593883,charging management multiple
US380593883,management multiple battery
US380593883,charging management
US380593883,multiple battery electric
US326384065,video conference management
US326384065,enhanced video conference
US326384065,video conference
US326384065,conference management
US326384065,conference
IN214108577,proficiency development assessment
IN214108577,educational proficiency development
IN214108577,proficiency development
IN214108577,educational proficiency
IN214108577,assessment
US437765858,toll like receptor
US437765858,agonists treat inflammation
US437765858,treat inflammation
US437765858,treat inflammation tissue
US437765858,inflammation tissue injury
US208256528,electronic healthcare record
US208256528,using electronic healthcare
US208256528,electronic healthcare
US208256528,providing healthcare information
US208256528,healthcare information
US224562039,electronic healthcare record
US224562039,using electronic healthcare
US224562039,electronic healthcare
US224562039,providing healthcare information
US224562039,healthcare information
WO2000031674,services products online
WO2000031674,integrated method providing
WO2000031674,commercial services products
WO2000031674,method providing financial
WO2000031674,integrated method
US289334934,trust model personalized
US289334934,dynamic trust model
US289334934,dynamic trust
US289334934,model personalized recommendation
US289334934,trust model
WO2008033351,extended release formulations
WO2008033351,release formulations
WO2008033351,multimodal abuse resistant
WO2008033351,abuse resistant extended
WO2008033351,resistant extended release
CN446862822,一种基于fpga的车载传感器数据回注时间同步方法
US43505456,review educational materials
US43505456,educational materials
US43505456,learning review educational
US43505456,review educational
US43505456,study learning review
US239439557,verifying viewing content
US239439557,verifying viewing
US239439557,viewing content user
US239439557,viewing content
US239439557,content user
EP439572282,anforderungen für assistenzsysteme
EP439572282,für assistenzsysteme
EP439572282,assistenzsysteme
EP439572282,für reichweitenexterne anforderungen
EP439572282,reichweitenexterne anforderungen für
US411170799,method automated curriculum
US411170799,automated curriculum teacher
US411170799,automated curriculum
US411170799,teacher training materials
US411170799,curriculum teacher training
WO2013188686,detection preeclampsia hellp
WO2013188686,preeclampsia hellp syndrome
WO2013188686,preeclampsia hellp
WO2013188686,early detection preeclampsia
WO2013188686,detection preeclampsia
US202586102,smart device
US202586102,device
US202586102,smart
US241664880,secure messaging systems
US241664880,secure messaging
US241664880,messaging systems methods
US241664880,messaging systems
US241664880,messaging
US254721036,remediation secure messaging
US254721036,latency remediation secure
US254721036,automation latency remediation
US254721036,secure messaging systems
US254721036,automation latency
WO2019083786,secure messaging systems
WO2019083786,secure messaging
WO2019083786,messaging systems methods
WO2019083786,messaging systems
WO2019083786,messaging
US405663856,goal achievement systems
US405663856,goal achievement
US405663856,achievement systems methods
US405663856,achievement systems
US405663856,achievement
US294695644,remediation secure messaging
US294695644,latency remediation secure
US294695644,automation latency remediation
US294695644,secure messaging systems
US294695644,automation latency
IN414855787,diagnosis mesothelioma cancer
IN414855787,primary diagnosis mesothelioma
IN414855787,diagnosis mesothelioma
IN414855787,mesothelioma cancer
IN414855787,mesothelioma
AU181461597,pharmaceutical composition
AU181461597,pharmaceutical
AU181461597,composition
AU194332359,pharmaceutical composition
AU194332359,pharmaceutical
AU194332359,composition
WO2009079518,pharmaceutical composition
WO2009079518,pharmaceutical
WO2009079518,composition
US77342055,location aware shared
US77342055,aware shared spaces
US77342055,location aware
US77342055,shared spaces
US77342055,aware shared
US153431189,location aware shared
US153431189,aware shared spaces
US153431189,location aware
US153431189,shared spaces
US153431189,aware shared
AU181628338,pymk based value
AU181628338,content pymk based
AU181628338,pymk based
AU181628338,use content pymk
AU181628338,content pymk
US241663079,risk user journey
US241663079,assessing personalized risk
US241663079,personalized risk
US241663079,personalized risk user
US241663079,user journey
US437764472,fixtures electrode connections
US437764472,systems fixtures electrode
US437764472,fixtures electrode
US437764472,electrode connections
US437764472,electrode
US215632095,knowledge transfer game
US215632095,knowledge transfer
US215632095,method knowledge transfer
US215632095,transfer game
US215632095,knowledge
WO1996012801,immunization transgenic plants
WO1996012801,oral immunization transgenic
WO1996012801,transgenic plants
WO1996012801,immunization transgenic
WO1996012801,oral immunization
WO2021211804,tracking infectious disease
WO2021211804,tracking infectious
WO2021211804,real time clinic
WO2021211804,infectious disease using
WO2021211804,clinic portal
US411588133,tracking infectious disease
US411588133,tracking infectious
US411588133,real time clinic
US411588133,infectious disease using
US411588133,clinic portal
CN436980364,concentration degree hearing
CN436980364,hearing impaired students
CN436980364,class concentration degree
CN436980364,degree hearing impaired
CN436980364,evaluating class concentration
CN437816359,一种水龙头的旋钮结构
US313889307,dynamic displays game
US313889307,generating dynamic displays
US313889307,dynamic displays
US313889307,displays game display
US313889307,game display
US399579633,aware contact tracing
US399579633,trust aware contact
US399579633,contact tracing
US399579633,contact tracing active
US399579633,involvement contact actors
WO2021225780,aware contact tracing
WO2021225780,trust aware contact
WO2021225780,contact tracing
WO2021225780,contact tracing active
WO2021225780,involvement contact actors
US309416043,electronic devices ultraviolet
US309416043,devices ultraviolet light
US309416043,task interactive electronic
US309416043,devices ultraviolet
US309416043,interactive electronic devices
IN352548981,response using videobot
IN352548981,using videobot
IN352548981,providing video response
IN352548981,video response using
IN352548981,videobot
US346683611,professional competency framework
US346683611,methods professional competency
US346683611,competency framework
US346683611,professional competency
US346683611,competency
US432029492,prediction brain atrophy
US432029492,brain age model
US432029492,brain atrophy
US432029492,use brain age
US432029492,brain age
WO2022133210,electronic marketplace transactions
WO2022133210,facilitating electronic marketplace
WO2022133210,electronic marketplace
WO2022133210,market orchestration facilitating
WO2022133210,market orchestration
AU399830758,electronic marketplace transactions
AU399830758,facilitating electronic marketplace
AU399830758,electronic marketplace
AU399830758,market orchestration facilitating
AU399830758,market orchestration
US178307141,interactive internet interfaces
US178307141,interactive internet
US178307141,internet interfaces
US178307141,interactive
US178307141,interfaces
WO2001097909,deep computing applications
WO2001097909,deep computing
WO2001097909,medical device systems
WO2001097909,computing applications medical
WO2001097909,applications medical device
US152768175,novel word game
US152768175,individual game modules
US152768175,game modules collectively
US152768175,game modules
US152768175,word game optional
CN437816176,一种钢箱梁拼接防变形辅助装置
US450044493,retrieval augmented generation
US450044493,improving retrieval augmented
US450044493,improving retrieval
US450044493,retrieval augmented
US450044493,clinical decision support
IN392339989,credentials distributed ledger
IN392339989,distributed ledger
IN392339989,validation credentials distributed
IN392339989,credentials distributed
IN392339989,ledger
US107422757,survey evaluate items
US107422757,perceptions generate recommendations
US107422757,method survey evaluate
US107422757,generate recommendations based
US107422757,items according people
WO2014151999,survey evaluate items
WO2014151999,perceptions generate recommendations
WO2014151999,method survey evaluate
WO2014151999,generate recommendations based
WO2014151999,items according people
US41893971,pointing interface person
US41893971,ad hoc networks
US41893971,pointing interface
US41893971,interaction ad hoc
US41893971,interface person person
US342396142,multidimensional asset management
US342396142,asset management tag
US342396142,management tag pivot
US342396142,tag pivot apparatuses
US342396142,multidimensional asset
US451443661,data exchange platform
US451443661,blockchain cloud infrastructure
US451443661,platform enabled blockchain
US451443661,blockchain cloud
US451443661,enabled blockchain cloud
CN446870158,确定与推荐投放策略的方法及相关设备
CN446862134,一种诊断内容提取方法 系统 介质及产品
CN446862134,一种诊断内容提取方法 系统
CN446862134,一种诊断内容提取方法
CN446862134,系统 介质及产品
CN446862134,介质及产品
US42296476,using platelet biomarkers
US42296476,platelet biomarkers diagnosis
US42296476,platelet biomarkers
US42296476,method using platelet
US42296476,using platelet
IN211690743,personalized learning management
IN211690743,implemented personalized learning
IN211690743,personalized learning
IN211690743,learning management
IN211690743,computer implemented personalized
US42107900,apparatus advertising vehicle
US42107900,advertising vehicle
US42107900,method apparatus advertising
US42107900,apparatus advertising
US42107900,advertising
US407343439,method healthcare management
US407343439,healthcare management
US407343439,method healthcare
US407343439,healthcare
US407343439,management
US380905806,management genetic diseases
US380905806,improved management genetic
US380905806,management genetic
US380905806,genetic diseases
US380905806,genetic
US107407680,apparatus reconfiguring spray
US107407680,reconfiguring spray equipment
US107407680,spray equipment method
US107407680,spray equipment
US107407680,reconfiguring spray
EP154340853,rekonfigurieren einer sprühvorrichtung
EP154340853,vorrichtung zum rekonfigurieren
EP154340853,zum rekonfigurieren einer
EP154340853,zum rekonfigurieren
EP154340853,rekonfigurieren einer
AU194169386,apparatus reconfiguring spray
AU194169386,reconfiguring spray equipment
AU194169386,spray equipment method
AU194169386,spray equipment
AU194169386,reconfiguring spray
US73287145,monitoring health participant
US73287145,monitoring health
US73287145,health services participating
US73287145,method online platform
US73287145,online platform distributing
WO2011044303,monitoring health participant
WO2011044303,monitoring health
WO2011044303,health services participating
WO2011044303,method online platform
WO2011044303,online platform distributing
US42853483,personal pelvic viewers
US42853483,tubular personal pelvic
US42853483,pelvic viewers
US42853483,personal pelvic
US42853483,tubular personal
WO2018140428,bayesian network generation
WO2018140428,automatic bayesian network
WO2018140428,bayesian network
WO2018140428,automatic bayesian
WO2018140428,methods automatic bayesian
US425302835,care plan actions
US425302835,steering care plan
US425302835,detecting tone emotion
US425302835,plan actions detecting
US425302835,actions detecting tone
WO2021071971,care plan actions
WO2021071971,steering care plan
WO2021071971,detecting tone emotion
WO2021071971,plan actions detecting
WO2021071971,actions detecting tone
US39780520,interactive format professional
US39780520,multimedia data interactive
US39780520,interchanging multimedia data
US39780520,multimedia data
US39780520,accessing interchanging multimedia
GB154525740,tv word game
GB154525740,word game
GB154525740,word game optional
GB154525740,composite tv word
GB154525740,individual game modules
WO2001022382,interactive format professional
WO2001022382,multimedia data interactive
WO2001022382,interchanging multimedia data
WO2001022382,multimedia data
WO2001022382,accessing interchanging multimedia
US185322187,graphical reporting
US185322187,using graphical reporting
US185322187,graphical reporting associated
US185322187,performing image analytics
US185322187,image analytics using
IN376950091,development digital skills
IN376950091,digital skills future
IN376950091,digital skills
IN376950091,foreign language teachers
IN376950091,language teachers
US446177355,improving online meetings
US446177355,online meetings webinars
US446177355,meetings webinars
US446177355,online meetings
US446177355,methods improving online
US77258426,alcohol delivery management
US77258426,alcohol delivery
US77258426,delivery management
US77258426,alcohol
US77258426,delivery
US107419256,metadichol liquid gel
US107419256,metadichol liquid
US107419256,gel nanoparticle formulations
US107419256,liquid gel nanoparticle
US107419256,nanoparticle formulations
US142544979,identity verification data
US142544979,verification data management
US142544979,identity verification
US142544979,verification data
US142544979,data management
EP154342175,metadichol flüssigkeit und
EP154342175,metadichol flüssigkeit
EP154342175,metadichol
EP154342175,flüssigkeit und gelnanopartikelformulierungen
EP154342175,und gelnanopartikelformulierungen
IN211750355,metadichol liquid gel
IN211750355,gel nanoparticle formulations
IN211750355,metadichol liquid
IN211750355,liquid gel nanoparticle
IN211750355,nanoparticle formulations
WO2014150609,metadichol liquid gel
WO2014150609,gel nanoparticle formulations
WO2014150609,metadichol liquid
WO2014150609,liquid gel nanoparticle
WO2014150609,nanoparticle formulations
CA144978121,gel nanoparticle formulations
CA144978121,metadichol rtm liquid
CA144978121,liquid gel nanoparticle
CA144978121,nanoparticle formulations
CA144978121,gel nanoparticle
US244366967,recruitment networking mobile
US244366967,recruitment networking
US244366967,recruitment
US244366967,networking mobile application
US244366967,mobile application
US105574277,personal professional references
US105574277,professional references
US105574277,managing analyzing verifying
US105574277,analyzing verifying sharing
US105574277,verifying sharing individual
US162049210,advertising campaign television
US162049210,strategic advertising campaign
US162049210,reporting strategic advertising
US162049210,strategic advertising
US162049210,advertising campaign
US162049211,advertising campaign television
US162049211,strategic advertising campaign
US162049211,reporting strategic advertising
US162049211,strategic advertising
US162049211,advertising campaign
US73285853,communications resource database
US73285853,automatically connecting mobile
US73285853,connecting mobile communication
US73285853,communication device network
US73285853,using communications resource
US96403395,tagging resource
US96403395,products tagging resource
US96403395,tagging
US96403395,program products tagging
US96403395,products tagging
US196100154,communication method
US196100154,communication
US196100154,method
WO2019183639,reaction peanut allergen
WO2019183639,peanut allergen using
WO2019183639,allergic reaction peanut
WO2019183639,peanut allergen
WO2019183639,inhibition allergic
CN437816455,一种煤炭粉碎机
US91530197,applying social computing
US91530197,social computing paradigm
US91530197,social computing
US91530197,software installation configuration
US91530197,applying social
WO2017175133,classroom activity monitoring
WO2017175133,classroom activity
WO2017175133,activity monitoring
WO2017175133,classroom
WO2017175133,monitoring
US95987657,customized problem solving
US95987657,problem solving environment
US95987657,thinking arbitrary problem
US95987657,provide customized problem
US95987657,development user thinking
WO2017160073,accelerated playback transmission
WO2017160073,playback transmission storage
WO2017160073,device accelerated playback
WO2017160073,accelerated playback
WO2017160073,storage media
CN446871610,一种废旧橡胶的再生方法
US97254526,export permissions claims
US97254526,permissions claims based
US97254526,export permissions
US97254526,permissions claims
US97254526,claims based social
US159741111,export permissions claims
US159741111,permissions claims based
US159741111,export permissions
US159741111,permissions claims
US159741111,claims based social
US383826255,preempting mitigating axiety
US383826255,axiety related behaviors
US383826255,mitigating axiety related
US383826255,mitigating axiety
US383826255,proactively preempting mitigating
US73571685,training assets facilities
US73571685,usage training assets
US73571685,allocating scheduling tracking
US73571685,training assets
US73571685,scheduling tracking
US438541924,conditional demographic parity
US438541924,demographic parity optimal
US438541924,demographic parity
US438541924,conditional demographic
US438541924,obtaining conditional demographic
US42781880,casino information relational
US42781880,storing casino information
US42781880,capturing storing casino
US42781880,storing casino
US42781880,casino information
EP13483211,universelle formular maschine
EP13483211,formular maschine
EP13483211,universelle formular
EP13483211,maschine
EP13483211,universelle
US40249767,universal forms engine
US40249767,forms engine
US40249767,universal forms
US40249767,forms
US40249767,universal
US43199615,universal forms engine
US43199615,forms engine
US43199615,universal forms
US43199615,forms
US43199615,universal
US362948312,generating views bias
US362948312,views bias metrics
US362948312,bias metrics feature
US362948312,machine learning pipelines
US362948312,bias metrics
CN437816208,一种简易型束线带
US130241109,neighborhood social network
US130241109,advertising door neighborhood
US130241109,advertising
US130241109,neighborhood social
US130241109,social network method
US236455949,authenticating user identities
US236455949,identities networked computer
US236455949,systems methods authenticating
US236455949,user identities networked
US236455949,authenticating user
US283326675,authenticating user identities
US283326675,identities networked computer
US283326675,systems methods authenticating
US283326675,user identities networked
US283326675,authenticating user
US154547746,authenticating user identities
US154547746,identities networked computer
US154547746,systems methods authenticating
US154547746,user identities networked
US154547746,authenticating user
US154549452,authenticating user identities
US154549452,identities networked computer
US154549452,systems methods authenticating
US154549452,user identities networked
US154549452,authenticating user
US235211837,gap analysis assessment
US235211837,assessment data analysis
US235211837,analysis assessment data
US235211837,assessment data
US235211837,analysis assessment
US235212076,analysis platform interactive
US235212076,assessment data analysis
US235212076,assessment data
US235212076,platform interactive dashboards
US235212076,analysis platform
US235212074,quality reporting assessment
US235212074,reporting assessment data
US235212074,assessment data analysis
US235212074,quality reporting
US235212074,reporting assessment
WO2018232077,analysis platform interactive
WO2018232077,assessment data analysis
WO2018232077,assessment data
WO2018232077,platform interactive dashboards
WO2018232077,analysis platform
CA152411561,apparatus reconfiguring spray
CA152411561,reconfiguring spray equipment
CA152411561,spray equipment method
CA152411561,spray equipment
CA152411561,reconfiguring spray
IN283716637,iba intelligent biometric
IN283716637,biometric authentication user
IN283716637,biometric authentication
IN283716637,authentication user transfer
IN283716637,intelligent biometric authentication
US293244882,processing language standardization
US293244882,language standardization source
US293244882,language standardization
US293244882,standardization source data
US293244882,processing language
US199419834,dynamic selection presentation
US199419834,questions presentation related
US199419834,questions presentation
US199419834,selection presentation
US199419834,selection presentation questions
US345566167,based population management
US345566167,population management
US345566167,intelligence based population
US345566167,cognitive artificial intelligence
US345566167,cognitive artificial
WO2020077078,based population management
WO2020077078,population management
WO2020077078,intelligence based population
WO2020077078,cognitive artificial intelligence
WO2020077078,cognitive artificial
WO2017108666,dynamic selection presentation
WO2017108666,questions presentation related
WO2017108666,questions presentation
WO2017108666,selection presentation
WO2017108666,selection presentation questions
WO2003038662,hypertext markup language
WO2003038662,text data hypertext
WO2003038662,data hypertext markup
WO2003038662,hypertext markup
WO2003038662,data hypertext
US73251727,physical entity comparison
US73251727,entity comparison
US73251727,entity comparison associated
US73251727,based location information
US73251727,comparison associated social
US437764758,retractable roof
US437764758,retractable
US437764758,roof
US429155770,ceramic flat membrane
US429155770,ash based ceramic
US429155770,inversion pore forming
US429155770,pore forming method
US429155770,pore forming agent
US329244206,relational terrain social
US329244206,terrain social worlds
US329244206,providing relational terrain
US329244206,relational terrain
US329244206,social worlds
WO2021262647,relational terrain social
WO2021262647,terrain social worlds
WO2021262647,providing relational terrain
WO2021262647,relational terrain
WO2021262647,social worlds
US42516673,library biological information
US42516673,using library biological
US42516673,biological information
US42516673,library biological
US42516673,biological
US95593015,library biological material
US95593015,using library biological
US95593015,biological material
US95593015,library biological
US95593015,making using library
US37951291,personal computer desk
US37951291,computer desk
US37951291,desk
US37951291,personal computer
US37951291,computer
US225503114,managing primary field
US225503114,method managing primary
US225503114,managing primary
US225503114,primary field specific
US225503114,entity records required
EP225510994,von primären feldspezifischen
EP225510994,primären feldspezifischen vom
EP225510994,primären feldspezifischen
EP225510994,verwaltung von primären
EP225510994,feldspezifischen vom benutzer
US328386249,multifactor identity authentication
US328386249,identity authentication cumulative
US328386249,multifactor identity
US328386249,authentication cumulative dynamic
US328386249,identity authentication
US355537550,multifactor identity authentication
US355537550,identity authentication cumulative
US355537550,multifactor identity
US355537550,authentication cumulative dynamic
US355537550,identity authentication
US379884184,multifactor identity authentication
US379884184,identity authentication cumulative
US379884184,multifactor identity
US379884184,authentication cumulative dynamic
US379884184,identity authentication
US398972486,multifactor identity authentication
US398972486,identity authentication cumulative
US398972486,multifactor identity
US398972486,authentication cumulative dynamic
US398972486,identity authentication
WO2015065976,intent engines systems
WO2015065976,intent engines
WO2015065976,intent
WO2015065976,engines systems method
WO2015065976,engines systems
US406229156,multifactor identity authentication
US406229156,identity authentication cumulative
US406229156,multifactor identity
US406229156,authentication cumulative dynamic
US406229156,identity authentication
US444402262,multifactor identity authentication
US444402262,identity authentication cumulative
US444402262,multifactor identity
US444402262,authentication cumulative dynamic
US444402262,identity authentication
AU249810686,intent engines systems
AU249810686,intent engines
AU249810686,intent
AU249810686,engines systems method
AU249810686,engines systems
AU205841112,intent engines systems
AU205841112,intent engines
AU205841112,intent
AU205841112,engines systems method
AU205841112,engines systems
AU193860296,intent engines systems
AU193860296,intent engines
AU193860296,intent
AU193860296,engines systems method
AU193860296,engines systems
US132698071,intent engines systems
US132698071,intent engines
US132698071,intent
US132698071,engines systems method
US132698071,engines systems
US252248768,intent engines systems
US252248768,intent engines
US252248768,intent
US252248768,engines systems method
US252248768,engines systems
US417730550,multifactor identity authentication
US417730550,identity authentication cumulative
US417730550,multifactor identity
US417730550,authentication cumulative dynamic
US417730550,identity authentication
US406093514,multifactor identity authentication
US406093514,identity authentication cumulative
US406093514,multifactor identity
US406093514,authentication cumulative dynamic
US406093514,identity authentication
US444090204,multifactor identity authentication
US444090204,identity authentication cumulative
US444090204,multifactor identity
US444090204,authentication cumulative dynamic
US444090204,identity authentication
CA397468865,patient health systems
CA397468865,viable patient health
CA397468865,health systems
CA397468865,viable patient
CA397468865,patient health
WO2022053853,patient health systems
WO2022053853,viable patient health
WO2022053853,health systems
WO2022053853,viable patient
WO2022053853,patient health
US41584989,pointing interface person
US41584989,person information exchange
US41584989,pointing interface
US41584989,interface person person
US41584989,interface person
US224561553,internet method predictive
US224561553,internet method
US224561553,method predictive modeling
US224561553,predictive modeling
US224561553,method predictive
US76829364,location aware deals
US76829364,location aware
US76829364,aware deals
US76829364,location
US76829364,deals
US107208076,audience segment validation
US107208076,segment validation device
US107208076,audience segment
US107208076,segment validation
US107208076,validation device
US123275593,location aware deals
US123275593,location aware
US123275593,aware deals
US123275593,location
US123275593,deals
US192679107,cycle instruction performance
US192679107,instruction performance analysis
US192679107,instruction performance
US192679107,review cycle instruction
US192679107,cycle instruction
US213381584,contact information stored
US213381584,releasing personal contact
US213381584,electronic telephonic database
US213381584,personal contact information
US213381584,information stored electronic
US296507563,game chance display
US296507563,chance display
